[20974.636363] GC: mov data/node block	gc_type=BG
[20974.636368] GC: segno[520] valid blocks[453]
[20974.645463] inode=7772, blkindex=2926 blkaddr=272896
[21036.088324] inode=7772, blkindex=6630 blkaddr=296472
[21036.088326] inode=7772, blkindex=6631 blkaddr=296473
[21036.088327] inode=7772, blkindex=6632 blkaddr=296474
[21036.088330] inode=7781, blkindex=6673 blkaddr=296475
[21036.088333] inode=7781, blkindex=6674 blkaddr=296476
[21036.088335] inode=7781, blkindex=6675 blkaddr=296477
[21036.088340] inode=7781, blkindex=6676 blkaddr=296478
[21036.088342] inode=7781, blkindex=6677 blkaddr=296479
[21036.088344] inode=7781, blkindex=6678 blkaddr=296480
[21036.088346] inode=7781, blkindex=6679 blkaddr=296481
[21036.088347] inode=7781, blkindex=6680 blkaddr=296482
[21036.088349] inode=7781, blkindex=6681 blkaddr=296483
[21036.088351] inode=7781, blkindex=6682 blkaddr=296484
[21036.088353] inode=7781, blkindex=6683 blkaddr=296485
[21036.088355] inode=7781, blkindex=6684 blkaddr=296486
[21036.088357] inode=7781, blkindex=6685 blkaddr=296487
[21036.088359] inode=7781, blkindex=6686 blkaddr=296488
[21036.088360] inode=7781, blkindex=6687 blkaddr=296489
[21036.088363] inode=7781, blkindex=6688 blkaddr=296490
[21036.088365] inode=7781, blkindex=6689 blkaddr=296491
[21036.088367] inode=7767, blkindex=6678 blkaddr=296492
[21036.088370] inode=7767, blkindex=6679 blkaddr=296493
[21036.088372] inode=7767, blkindex=6680 blkaddr=296494
[21036.088373] inode=7767, blkindex=6681 blkaddr=296495
[21036.088375] inode=7767, blkindex=6682 blkaddr=296496
[21036.088377] inode=7767, blkindex=6683 blkaddr=296497
[21036.088379] inode=7767, blkindex=6684 blkaddr=296498
[21036.088381] inode=7767, blkindex=6685 blkaddr=296499
[21036.088383] inode=7801, blkindex=6858 blkaddr=296500
[21036.088386] inode=7801, blkindex=6859 blkaddr=296501
[21036.088388] inode=7801, blkindex=6860 blkaddr=296502
[21036.088390] inode=7801, blkindex=6861 blkaddr=296503
[21036.088392] inode=7801, blkindex=6862 blkaddr=296504
[21036.088394] inode=7801, blkindex=6863 blkaddr=296505
[21036.088396] inode=7801, blkindex=6864 blkaddr=296506
[21036.088397] inode=7801, blkindex=6865 blkaddr=296507
[21036.088400] inode=7797, blkindex=6622 blkaddr=296521
[21036.088412] inode=7797, blkindex=6623 blkaddr=296522
[21036.088415] inode=7797, blkindex=6624 blkaddr=296523
[21036.088417] inode=7797, blkindex=6625 blkaddr=296524
[21036.088418] inode=7797, blkindex=6626 blkaddr=296525
[21036.088420] inode=7797, blkindex=6627 blkaddr=296526
[21036.088422] inode=7797, blkindex=6628 blkaddr=296527
[21036.088424] inode=7797, blkindex=6629 blkaddr=296528
[21036.088426] inode=7797, blkindex=6630 blkaddr=296529
[21036.088428] inode=7797, blkindex=6631 blkaddr=296530
[21036.088431] inode=7765, blkindex=6647 blkaddr=296531
[21036.088434] inode=7765, blkindex=6648 blkaddr=296532
[21036.088436] inode=7765, blkindex=6649 blkaddr=296533
[21036.088437] inode=7765, blkindex=6650 blkaddr=296534
[21036.088439] inode=7765, blkindex=6651 blkaddr=296535
[21036.088441] inode=7765, blkindex=6652 blkaddr=296536
[21036.088443] inode=7765, blkindex=6653 blkaddr=296537
[21036.088445] inode=7765, blkindex=6654 blkaddr=296538
[21036.088446] inode=7765, blkindex=6655 blkaddr=296539
[21036.088448] inode=7765, blkindex=6656 blkaddr=296540
[21036.088450] inode=7765, blkindex=6657 blkaddr=296541
[21036.088452] inode=7765, blkindex=6658 blkaddr=296542
[21036.088454] inode=7765, blkindex=6659 blkaddr=296543
[21036.088455] inode=7765, blkindex=6660 blkaddr=296544
[21036.088458] inode=7784, blkindex=6578 blkaddr=296545
[21036.088461] inode=7784, blkindex=6579 blkaddr=296546
[21036.088463] inode=7784, blkindex=6580 blkaddr=296547
[21036.088464] inode=7784, blkindex=6581 blkaddr=296548
[21036.088466] inode=7784, blkindex=6582 blkaddr=296549
[21036.088468] inode=7784, blkindex=6583 blkaddr=296550
[21036.088470] inode=7784, blkindex=6584 blkaddr=296551
[21036.088472] inode=7784, blkindex=6585 blkaddr=296552
[21036.088476] inode=7800, blkindex=6744 blkaddr=296553
[21036.088479] inode=7800, blkindex=6745 blkaddr=296554
[21036.088481] inode=7800, blkindex=6746 blkaddr=296555
[21036.088483] inode=7800, blkindex=6747 blkaddr=296556
[21036.088484] inode=7800, blkindex=6748 blkaddr=296557
[21036.088486] inode=7800, blkindex=6749 blkaddr=296558
[21036.088489] inode=7800, blkindex=6750 blkaddr=296559
[21036.088491] inode=7800, blkindex=6751 blkaddr=296560
[21036.088493] inode=7800, blkindex=6752 blkaddr=296561
[21036.088494] inode=7800, blkindex=6753 blkaddr=296562
[21036.088496] inode=7800, blkindex=6754 blkaddr=296563
[21036.088498] inode=7800, blkindex=6755 blkaddr=296564
[21036.088500] inode=7800, blkindex=6756 blkaddr=296565
[21036.088502] inode=7800, blkindex=6757 blkaddr=296566
[21036.088504] inode=7800, blkindex=6758 blkaddr=296567
[21036.088506] inode=7800, blkindex=6759 blkaddr=296568
[21036.088508] inode=7768, blkindex=6668 blkaddr=296569
[21036.088510] inode=7768, blkindex=6669 blkaddr=296570
[21036.088512] inode=7768, blkindex=6670 blkaddr=296571
[21036.088514] inode=7768, blkindex=6671 blkaddr=296572
[21036.088517] inode=7768, blkindex=6672 blkaddr=296573
[21036.088518] inode=7768, blkindex=6673 blkaddr=296574
[21036.088520] inode=7768, blkindex=6674 blkaddr=296575
[21036.088522] inode=7768, blkindex=6675 blkaddr=296576
[21036.088524] inode=7768, blkindex=6676 blkaddr=296577
[21036.088526] inode=7768, blkindex=6677 blkaddr=296578
[21036.088528] inode=7758, blkindex=6620 blkaddr=296579
[21036.088531] inode=7758, blkindex=6621 blkaddr=296580
[21036.088533] inode=7758, blkindex=6622 blkaddr=296581
[21036.088535] inode=7758, blkindex=6623 blkaddr=296582
[21036.088537] inode=7758, blkindex=6624 blkaddr=296583
[21036.088541] inode=7758, blkindex=6625 blkaddr=296584
[21036.088542] inode=7758, blkindex=6626 blkaddr=296585
[21036.088544] inode=7758, blkindex=6627 blkaddr=296586
[21036.088546] inode=7758, blkindex=6628 blkaddr=296587
[21036.088548] inode=7758, blkindex=6629 blkaddr=296588
[21036.088550] inode=7758, blkindex=6630 blkaddr=296589
[21036.088552] inode=7758, blkindex=6631 blkaddr=296590
[21036.088553] inode=7758, blkindex=6632 blkaddr=296591
[21036.088555] inode=7759, blkindex=6526 blkaddr=296592
[21036.088558] inode=7759, blkindex=6527 blkaddr=296593
[21036.088560] inode=7759, blkindex=6528 blkaddr=296594
[21036.088562] inode=7759, blkindex=6529 blkaddr=296595
[21036.088564] inode=7759, blkindex=6530 blkaddr=296596
[21036.088566] inode=7759, blkindex=6531 blkaddr=296597
[21036.088567] inode=7759, blkindex=6532 blkaddr=296598
[21036.088569] inode=7771, blkindex=6598 blkaddr=296599
[21036.088572] inode=7771, blkindex=6599 blkaddr=296600
[21036.088575] inode=7771, blkindex=6600 blkaddr=296601
[21036.088577] inode=7771, blkindex=6601 blkaddr=296602
[21036.088578] inode=7771, blkindex=6602 blkaddr=296603
[21036.088580] inode=7771, blkindex=6603 blkaddr=296604
[21036.088582] inode=7771, blkindex=6604 blkaddr=296605
[21036.088585] inode=7770, blkindex=6575 blkaddr=296606
[21036.088587] inode=7770, blkindex=6576 blkaddr=296607
[21036.088589] inode=7770, blkindex=6577 blkaddr=296608
[21036.088591] inode=7770, blkindex=6578 blkaddr=296609
[21036.088593] inode=7770, blkindex=6579 blkaddr=296610
[21036.088595] inode=7801, blkindex=5602 blkaddr=296611
[21036.088597] inode=7801, blkindex=5603 blkaddr=296612
[21036.088599] inode=7801, blkindex=5604 blkaddr=296613
[21036.088601] inode=7801, blkindex=5605 blkaddr=296614
[21036.088605] inode=7801, blkindex=5606 blkaddr=296615
[21036.088608] inode=7801, blkindex=5607 blkaddr=296616
[21036.088610] inode=7801, blkindex=5608 blkaddr=296617
[21036.088611] inode=7801, blkindex=5609 blkaddr=296618
[21036.088613] inode=7801, blkindex=5610 blkaddr=296619
[21036.088615] inode=7801, blkindex=5611 blkaddr=296620
[21036.088616] inode=7801, blkindex=5612 blkaddr=296621
[21036.088618] inode=7757, blkindex=5393 blkaddr=296622
[21036.088621] inode=7757, blkindex=5394 blkaddr=296623
[21036.088623] inode=7757, blkindex=5395 blkaddr=296624
[21036.088625] inode=7757, blkindex=5396 blkaddr=296625
[21036.088627] inode=7757, blkindex=5397 blkaddr=296626
[21036.088629] inode=7757, blkindex=5398 blkaddr=296627
[21036.088631] inode=7757, blkindex=5399 blkaddr=296628
[21036.088633] inode=7757, blkindex=5400 blkaddr=296629
[21036.088635] inode=7757, blkindex=5401 blkaddr=296630
[21036.088637] inode=7757, blkindex=5402 blkaddr=296631
[21036.088639] inode=7757, blkindex=5403 blkaddr=296632
[21036.088641] inode=7790, blkindex=5443 blkaddr=296633
[21036.088644] inode=7790, blkindex=5444 blkaddr=296634
[21036.088646] inode=7790, blkindex=5445 blkaddr=296635
[21036.088648] inode=7790, blkindex=5446 blkaddr=296636
[21036.088650] inode=7790, blkindex=5447 blkaddr=296637
[21036.088652] inode=7790, blkindex=5448 blkaddr=296638
[21036.088653] inode=7790, blkindex=5449 blkaddr=296639
[21036.088655] inode=7790, blkindex=5450 blkaddr=296640
[21036.088657] inode=7790, blkindex=5451 blkaddr=296641
[21036.088659] inode=7790, blkindex=5452 blkaddr=296642
[21036.088661] inode=7784, blkindex=5361 blkaddr=296643
[21036.088664] inode=7784, blkindex=5362 blkaddr=296644
[21036.088666] inode=7784, blkindex=5363 blkaddr=296645
[21036.088668] inode=7784, blkindex=5364 blkaddr=296646
[21036.088670] inode=7784, blkindex=5365 blkaddr=296647
[21036.088672] inode=7784, blkindex=5366 blkaddr=296648
[21036.088674] inode=7784, blkindex=5367 blkaddr=296649
[21036.088676] inode=7784, blkindex=5368 blkaddr=296650
[21036.088677] inode=7784, blkindex=5369 blkaddr=296651
[21036.088679] inode=7784, blkindex=5370 blkaddr=296652
[21036.088681] inode=7784, blkindex=5371 blkaddr=296653
[21036.088683] inode=7784, blkindex=5372 blkaddr=296654
[21036.088684] inode=7784, blkindex=5373 blkaddr=296655
[21036.088686] inode=7784, blkindex=5374 blkaddr=296656
[21036.088689] inode=7770, blkindex=5347 blkaddr=296657
[21036.088691] inode=7770, blkindex=5348 blkaddr=296658
[21036.088692] inode=7770, blkindex=5349 blkaddr=296659
[21036.088694] inode=7770, blkindex=5350 blkaddr=296660
[21036.088697] inode=7770, blkindex=5351 blkaddr=296661
[21036.088698] inode=7770, blkindex=5352 blkaddr=296662
[21036.088700] inode=7770, blkindex=5353 blkaddr=296663
[21036.088702] inode=7770, blkindex=5354 blkaddr=296664
[21036.088704] inode=7770, blkindex=5355 blkaddr=296665
[21036.088705] inode=7770, blkindex=5356 blkaddr=296666
[21036.088707] inode=7770, blkindex=5357 blkaddr=296667
[21036.088709] inode=7758, blkindex=5451 blkaddr=296668
[21036.088711] inode=7758, blkindex=5452 blkaddr=296669
[21036.088713] inode=7758, blkindex=5453 blkaddr=296670
[21036.088716] inode=7758, blkindex=5454 blkaddr=296671
[21036.088718] inode=7758, blkindex=5455 blkaddr=296672
[21036.088719] inode=7758, blkindex=5456 blkaddr=296673
[21036.088721] inode=7758, blkindex=5457 blkaddr=296674
[21036.088725] inode=7798, blkindex=5468 blkaddr=296696
[21036.088735] inode=7798, blkindex=5469 blkaddr=296697
[21036.088739] inode=7798, blkindex=5470 blkaddr=296698
[21036.088741] inode=7798, blkindex=5471 blkaddr=296699
[21036.088743] inode=7798, blkindex=5472 blkaddr=296700
[21036.088746] inode=7798, blkindex=5473 blkaddr=296701
[21036.088747] inode=7798, blkindex=5474 blkaddr=296702
[21036.088749] inode=7798, blkindex=5475 blkaddr=296703
[21036.088751] inode=7798, blkindex=5476 blkaddr=296704
[21036.088753] inode=7765, blkindex=5457 blkaddr=296705
[21036.088756] inode=7765, blkindex=5458 blkaddr=296706
[21036.088758] inode=7765, blkindex=5459 blkaddr=296707
[21036.088760] inode=7765, blkindex=5460 blkaddr=296708
[21036.088761] inode=7765, blkindex=5461 blkaddr=296709
[21036.088763] inode=7765, blkindex=5462 blkaddr=296710
[21036.088765] inode=7765, blkindex=5463 blkaddr=296711
[21036.088767] inode=7765, blkindex=5464 blkaddr=296712
[21036.088768] inode=7765, blkindex=5465 blkaddr=296713
[21036.088770] inode=7765, blkindex=5466 blkaddr=296714
[21036.088772] inode=7765, blkindex=5467 blkaddr=296715
[21036.088774] inode=7783, blkindex=5367 blkaddr=296716
[21036.088777] inode=7783, blkindex=5368 blkaddr=296717
[21036.088779] inode=7783, blkindex=5369 blkaddr=296718
[21036.088781] inode=7783, blkindex=5370 blkaddr=296719
[21036.088783] inode=7783, blkindex=5371 blkaddr=296720
[21036.088785] inode=7783, blkindex=5372 blkaddr=296721
[21036.088787] inode=7783, blkindex=5373 blkaddr=296722
[21036.088789] inode=7783, blkindex=5374 blkaddr=296723
[21036.088790] inode=7783, blkindex=5375 blkaddr=296724
[21036.088792] inode=7783, blkindex=5376 blkaddr=296725
[21036.088795] inode=7783, blkindex=5377 blkaddr=296726
[21036.088796] inode=7783, blkindex=5378 blkaddr=296727
[21036.088798] inode=7794, blkindex=5352 blkaddr=296728
[21036.088802] inode=7794, blkindex=5353 blkaddr=296729
[21036.088804] inode=7794, blkindex=5354 blkaddr=296730
[21036.088806] inode=7794, blkindex=5355 blkaddr=296731
[21036.088808] inode=7794, blkindex=5356 blkaddr=296732
[21036.088809] inode=7794, blkindex=5357 blkaddr=296733
[21036.088812] inode=7772, blkindex=5422 blkaddr=296734
[21036.088814] inode=7772, blkindex=5423 blkaddr=296735
[21036.088816] inode=7772, blkindex=5424 blkaddr=296736
[21036.088818] inode=7772, blkindex=5425 blkaddr=296737
[21036.088820] inode=7772, blkindex=5426 blkaddr=296738
[21036.088822] inode=7772, blkindex=5427 blkaddr=296739
[21036.088823] inode=7772, blkindex=5428 blkaddr=296740
[21036.088825] inode=7772, blkindex=5429 blkaddr=296741
[21036.088827] inode=7772, blkindex=5430 blkaddr=296742
[21036.088829] inode=7772, blkindex=5431 blkaddr=296743
[21036.088831] inode=7763, blkindex=5352 blkaddr=296744
[21036.123680] inode=7763, blkindex=5353 blkaddr=296745
[21036.123684] inode=7763, blkindex=5354 blkaddr=296746
[21036.123687] inode=7763, blkindex=5355 blkaddr=296747
[21036.123689] inode=7763, blkindex=5356 blkaddr=296748
[21036.123691] inode=7763, blkindex=5357 blkaddr=296749
[21036.123693] inode=7763, blkindex=5358 blkaddr=296750
[21036.123695] inode=7763, blkindex=5359 blkaddr=296751
[21036.123697] inode=7763, blkindex=5360 blkaddr=296752
[21036.123699] inode=7763, blkindex=5361 blkaddr=296753
[21036.123701] inode=7763, blkindex=5362 blkaddr=296754
[21036.123703] inode=7763, blkindex=5363 blkaddr=296755
[21036.123705] inode=7763, blkindex=5364 blkaddr=296756
[21036.123707] inode=7763, blkindex=5365 blkaddr=296757
[21036.123709] inode=7768, blkindex=5429 blkaddr=296758
[21036.123711] inode=7768, blkindex=5430 blkaddr=296759
[21036.123714] inode=7768, blkindex=5431 blkaddr=296760
[21036.123716] inode=7768, blkindex=5432 blkaddr=296761
[21036.123718] inode=7768, blkindex=5433 blkaddr=296762
[21036.123720] inode=7768, blkindex=5434 blkaddr=296763
[21036.123722] inode=7768, blkindex=5435 blkaddr=296764
[21036.123723] inode=7768, blkindex=5436 blkaddr=296765
[21036.123725] inode=7768, blkindex=5437 blkaddr=296766
[21036.123727] inode=7768, blkindex=5438 blkaddr=296767
[21036.123728] inode=7768, blkindex=5439 blkaddr=296768
[21036.123730] inode=7768, blkindex=5440 blkaddr=296769
[21036.123732] inode=7768, blkindex=5441 blkaddr=296770
[21036.123734] inode=7768, blkindex=5442 blkaddr=296771
[21036.123736] inode=7781, blkindex=5397 blkaddr=296772
[21036.123738] inode=7781, blkindex=5398 blkaddr=296773
[21036.123739] inode=7781, blkindex=5399 blkaddr=296774
[21036.123742] inode=7781, blkindex=5400 blkaddr=296775
[21036.123744] inode=7781, blkindex=5401 blkaddr=296776
[21036.123745] inode=7781, blkindex=5402 blkaddr=296777
[21036.123747] inode=7781, blkindex=5403 blkaddr=296778
[21036.123749] inode=7781, blkindex=5404 blkaddr=296779
[21036.123750] inode=7781, blkindex=5405 blkaddr=296780
[21036.123752] inode=7781, blkindex=5406 blkaddr=296781
[21036.123754] inode=7759, blkindex=5337 blkaddr=296782
[21036.123756] inode=7759, blkindex=5338 blkaddr=296783
[21036.123758] inode=7759, blkindex=5339 blkaddr=296784
[21036.123759] inode=7759, blkindex=5340 blkaddr=296785
[21036.123761] inode=7759, blkindex=5341 blkaddr=296786
[21036.123763] inode=7759, blkindex=5342 blkaddr=296787
[21036.123765] inode=7759, blkindex=5343 blkaddr=296788
[21036.123767] inode=7759, blkindex=5344 blkaddr=296789
[21036.123769] inode=7759, blkindex=5345 blkaddr=296790
[21036.123772] inode=7759, blkindex=5346 blkaddr=296791
[21036.123773] inode=7759, blkindex=5347 blkaddr=296792
[21036.123775] inode=7769, blkindex=5371 blkaddr=296793
[21036.123777] inode=7769, blkindex=5372 blkaddr=296794
[21036.123779] inode=7769, blkindex=5373 blkaddr=296795
[21036.123781] inode=7769, blkindex=5374 blkaddr=296796
[21036.123783] inode=7769, blkindex=5375 blkaddr=296797
[21036.123785] inode=7754, blkindex=5385 blkaddr=296798
[21036.123788] inode=7754, blkindex=5386 blkaddr=296799
[21036.123790] inode=7754, blkindex=5387 blkaddr=296800
[21036.123792] inode=7754, blkindex=5388 blkaddr=296801
[21036.123794] inode=7754, blkindex=5389 blkaddr=296802
[21036.123796] inode=7754, blkindex=5390 blkaddr=296803
[21036.123798] inode=7754, blkindex=5391 blkaddr=296804
[21036.123800] inode=7754, blkindex=5392 blkaddr=296805
[21036.123802] inode=7782, blkindex=5421 blkaddr=296806
[21036.123805] inode=7782, blkindex=5422 blkaddr=296807
[21036.123807] inode=7782, blkindex=5423 blkaddr=296808
[21036.123809] inode=7782, blkindex=5424 blkaddr=296809
[21036.123810] inode=7782, blkindex=5425 blkaddr=296810
[21036.123812] inode=7782, blkindex=5426 blkaddr=296811
[21036.123814] inode=7782, blkindex=5427 blkaddr=296812
[21036.123815] inode=7782, blkindex=5428 blkaddr=296813
[21036.123817] inode=7782, blkindex=5429 blkaddr=296814
[21036.123819] inode=7782, blkindex=5430 blkaddr=296815
[21036.123821] inode=7782, blkindex=5431 blkaddr=296816
[21036.123824] inode=7775, blkindex=5363 blkaddr=296817
[21036.123826] inode=7775, blkindex=5364 blkaddr=296818
[21036.123828] inode=7775, blkindex=5365 blkaddr=296819
[21036.123830] inode=7775, blkindex=5366 blkaddr=296820
[21036.123832] inode=7775, blkindex=5367 blkaddr=296821
[21036.123835] inode=7775, blkindex=5368 blkaddr=296822
[21036.123836] inode=7775, blkindex=5369 blkaddr=296823
[21036.123838] inode=7775, blkindex=5370 blkaddr=296824
[21036.123840] inode=7775, blkindex=5371 blkaddr=296825
[21036.123841] inode=7775, blkindex=5372 blkaddr=296826
[21036.123843] inode=7775, blkindex=5373 blkaddr=296827
[21036.123845] inode=7775, blkindex=5374 blkaddr=296828
[21036.123847] inode=7800, blkindex=5492 blkaddr=296829
[21036.123849] inode=7800, blkindex=5493 blkaddr=296830
[21036.123852] inode=7800, blkindex=5494 blkaddr=296831
[21036.123853] inode=7800, blkindex=5495 blkaddr=296832
[21036.123855] inode=7800, blkindex=5496 blkaddr=296833
[21036.123857] inode=7800, blkindex=5497 blkaddr=296834
[21036.123858] inode=7800, blkindex=5498 blkaddr=296835
[21036.123860] inode=7800, blkindex=5499 blkaddr=296836
[21036.123862] inode=7800, blkindex=5500 blkaddr=296837
[21036.123864] inode=7800, blkindex=5501 blkaddr=296838
[21036.123866] inode=7800, blkindex=5502 blkaddr=296839
[21036.123867] inode=7800, blkindex=5503 blkaddr=296840
[21036.123869] inode=7800, blkindex=5504 blkaddr=296841
[21036.123871] inode=7800, blkindex=5505 blkaddr=296842
[21036.123873] inode=7800, blkindex=5506 blkaddr=296843
[21036.123875] inode=7753, blkindex=5395 blkaddr=296844
[21036.123878] inode=7753, blkindex=5396 blkaddr=296845
[21036.123880] inode=7753, blkindex=5397 blkaddr=296846
[21036.123882] inode=7753, blkindex=5398 blkaddr=296847
[21036.123884] inode=7753, blkindex=5399 blkaddr=296848
[21036.123885] inode=7753, blkindex=5400 blkaddr=296849
[21036.123887] inode=7753, blkindex=5401 blkaddr=296850
[21036.123889] inode=7753, blkindex=5402 blkaddr=296851
[21036.123891] inode=7762, blkindex=5495 blkaddr=296852
[21036.123895] inode=7762, blkindex=5496 blkaddr=296853
[21036.123897] inode=7762, blkindex=5497 blkaddr=296854
[21036.123899] inode=7762, blkindex=5498 blkaddr=296855
[21036.123900] inode=7762, blkindex=5499 blkaddr=296856
[21036.123902] inode=7762, blkindex=5500 blkaddr=296857
[21036.123904] inode=7762, blkindex=5501 blkaddr=296858
[21036.123906] inode=7762, blkindex=5502 blkaddr=296859
[21036.123908] inode=7762, blkindex=5503 blkaddr=296860
[21036.123910] inode=7762, blkindex=5504 blkaddr=296861
[21036.123912] inode=7799, blkindex=5284 blkaddr=296862
[21036.123915] inode=7799, blkindex=5285 blkaddr=296863
[21036.123916] inode=7799, blkindex=5286 blkaddr=296864
[21036.123918] inode=7799, blkindex=5287 blkaddr=296865
[21036.123920] inode=7799, blkindex=5288 blkaddr=296866
[21036.123922] inode=7799, blkindex=5289 blkaddr=296867
[21036.123923] inode=7799, blkindex=5290 blkaddr=296868
[21036.123925] inode=7799, blkindex=5291 blkaddr=296869
[21036.123927] inode=7802, blkindex=5400 blkaddr=296870
[21036.123930] inode=7802, blkindex=5401 blkaddr=296871
[21036.123932] inode=7802, blkindex=5402 blkaddr=296872
[21036.123934] inode=7802, blkindex=5403 blkaddr=296873
[21036.123936] inode=7802, blkindex=5404 blkaddr=296874
[21036.123938] inode=7802, blkindex=5405 blkaddr=296875
[21036.123940] inode=7802, blkindex=5406 blkaddr=296876
[21036.123942] inode=7802, blkindex=5407 blkaddr=296877
[21036.123944] inode=7802, blkindex=5408 blkaddr=296878
[21036.123945] inode=7802, blkindex=5409 blkaddr=296879
[21036.123947] inode=7786, blkindex=5488 blkaddr=296880
[21036.123950] inode=7786, blkindex=5489 blkaddr=296881
[21036.123951] inode=7786, blkindex=5490 blkaddr=296882
[21036.123953] inode=7786, blkindex=5491 blkaddr=296883
[21036.123956] inode=7786, blkindex=5492 blkaddr=296884
[21036.123958] inode=7786, blkindex=5493 blkaddr=296885
[21036.123960] inode=7786, blkindex=5494 blkaddr=296886
[21036.123962] inode=7786, blkindex=5495 blkaddr=296887
[21036.123964] inode=7786, blkindex=5496 blkaddr=296888
[21036.123966] inode=7786, blkindex=5497 blkaddr=296889
[21036.123968] inode=7786, blkindex=5498 blkaddr=296890
[21036.123970] inode=7786, blkindex=5499 blkaddr=296891
[21036.123972] inode=7779, blkindex=5433 blkaddr=296892
[21036.123975] inode=7779, blkindex=5434 blkaddr=296893
[21036.123977] inode=7779, blkindex=5435 blkaddr=296894
[21036.123979] inode=7779, blkindex=5436 blkaddr=296895
[21036.123980] inode=7779, blkindex=5437 blkaddr=296896
[21036.123982] inode=7779, blkindex=5438 blkaddr=296897
[21036.123984] inode=7779, blkindex=5439 blkaddr=296898
[21036.123986] inode=7779, blkindex=5440 blkaddr=296899
[21036.123988] inode=7779, blkindex=5441 blkaddr=296900
[21036.123991] inode=7779, blkindex=5442 blkaddr=296901
[21036.123992] inode=7779, blkindex=5443 blkaddr=296902
[21036.123994] inode=7779, blkindex=5444 blkaddr=296903
[21036.123996] inode=7779, blkindex=5445 blkaddr=296904
[21036.123998] inode=7766, blkindex=5365 blkaddr=296905
[21036.124001] inode=7766, blkindex=5366 blkaddr=296906
[21036.124003] inode=7766, blkindex=5367 blkaddr=296907
[21036.124005] inode=7766, blkindex=5368 blkaddr=296908
[21036.124006] inode=7766, blkindex=5369 blkaddr=296909
[21036.124008] inode=7766, blkindex=5370 blkaddr=296910
[21036.124011] inode=7766, blkindex=5371 blkaddr=296911
[21036.124013] inode=7766, blkindex=5372 blkaddr=296912
[21036.124024] inode=7766, blkindex=5373 blkaddr=296913
[21036.124027] inode=7766, blkindex=5374 blkaddr=296914
[21036.124031] inode=7766, blkindex=5375 blkaddr=296915
[21036.124034] inode=7760, blkindex=5445 blkaddr=296926
[21036.124038] inode=7760, blkindex=5446 blkaddr=296927
[21036.124040] inode=7760, blkindex=5447 blkaddr=296928
[21036.124042] inode=7760, blkindex=5448 blkaddr=296929
[21036.124044] inode=7760, blkindex=5449 blkaddr=296930
[21036.124046] inode=7760, blkindex=5450 blkaddr=296931
[21036.124048] inode=7760, blkindex=5451 blkaddr=296932
[21036.124050] inode=7793, blkindex=5418 blkaddr=296947
[21036.124054] inode=7793, blkindex=5419 blkaddr=296948
[21036.124056] inode=7793, blkindex=5420 blkaddr=296949
[21036.124058] inode=7793, blkindex=5421 blkaddr=296950
[21036.124060] inode=7793, blkindex=5422 blkaddr=296951
[21036.124061] inode=7793, blkindex=5423 blkaddr=296952
[21036.124064] inode=7793, blkindex=5424 blkaddr=296953
[21036.124066] inode=7793, blkindex=5425 blkaddr=296954
[21036.124067] inode=7793, blkindex=5426 blkaddr=296955
[21036.124069] inode=7771, blkindex=5375 blkaddr=296956
[21036.124071] inode=7771, blkindex=5376 blkaddr=296957
[21036.124073] inode=7771, blkindex=5377 blkaddr=296958
[21036.124075] inode=7771, blkindex=5378 blkaddr=296959
[21036.124077] after ranking
[21036.124078] inode=7769, blkindex=5371 blkaddr=296793
[21036.145757] inode=7769, blkindex=5372 blkaddr=296794
[21036.145759] inode=7769, blkindex=5373 blkaddr=296795
[21036.145760] inode=7769, blkindex=5374 blkaddr=296796
[21036.145761] inode=7769, blkindex=5375 blkaddr=296797
[21036.145762] inode=7769, blkindex=6607 blkaddr=296448
[21036.145763] inode=7769, blkindex=6608 blkaddr=296449
[21036.145764] inode=7773, blkindex=6629 blkaddr=296450
[21036.145766] inode=7773, blkindex=6630 blkaddr=296451
[21036.145767] inode=7773, blkindex=6631 blkaddr=296452
[21036.145768] inode=7773, blkindex=6632 blkaddr=296453
[21036.145769] inode=7773, blkindex=6633 blkaddr=296454
[21036.145770] inode=7773, blkindex=6634 blkaddr=296455
[21036.145771] inode=7773, blkindex=6635 blkaddr=296456
[21036.145772] inode=7780, blkindex=6735 blkaddr=296457
[21036.145773] inode=7780, blkindex=6736 blkaddr=296458
[21036.145774] inode=7780, blkindex=6737 blkaddr=296459
[21036.145775] inode=7780, blkindex=6738 blkaddr=296460
[21036.145776] inode=7780, blkindex=6739 blkaddr=296461
[21036.145777] inode=7780, blkindex=6740 blkaddr=296462
[21036.145778] inode=7780, blkindex=6741 blkaddr=296463
[21036.145779] inode=7780, blkindex=6742 blkaddr=296464
[21036.145780] inode=7780, blkindex=6743 blkaddr=296465
[21036.145781] inode=7780, blkindex=6744 blkaddr=296466
[21036.145782] inode=7780, blkindex=6745 blkaddr=296467
[21036.145783] inode=7780, blkindex=6746 blkaddr=296468
[21036.145784] inode=7772, blkindex=5422 blkaddr=296734
[21036.145786] inode=7772, blkindex=5423 blkaddr=296735
[21036.145787] inode=7772, blkindex=5424 blkaddr=296736
[21036.145788] inode=7772, blkindex=5425 blkaddr=296737
[21036.145789] inode=7772, blkindex=5426 blkaddr=296738
[21036.145790] inode=7772, blkindex=5427 blkaddr=296739
[21036.145791] inode=7772, blkindex=5428 blkaddr=296740
